,name,latitude,longitude,address
139,인천사랑병원,37.489267,126.6786045,"South Korea, Incheon, Seo-gu, Gajwa-dong, 277-7"
140,가톨릭대학교 인천성모병원,37.5091475,126.6696957,"70 Sinseok-ro, Seongnam 1(il)-dong, Seo-gu, Incheon, South Korea"
141,부평세림병원,37.5924984,126.6710821,"South Korea, Incheon, Seo-gu, Cheongma-ro 19beon-gil, 5"
142,근로복지공단 인천병원,37.3418372,126.8175192,"1087-27 Seonbu 3(sam)-dong, Danwon-gu, Ansan-si, Gyeonggi-do, South Korea"
143,부평구보건소,37.5444051,126.6739044,"South Korea, 심곡동 246-1번지 서구 인천광역시 KR"
144,국제성모병원,37.4080241,126.6705124,"98 Meonugeum-ro, Dongchun 2(i)-dong, Yeonsu-gu, Incheon, South Korea"
145,나은병원,37.4190104,126.6710713,"South Korea, Incheon, Yeonsu-gu, Hambangmoe-ro, 13"
146,성민병원,37.4182423,126.6895852,"580-3 Yeonsu 3(sam)-dong, Yeonsu-gu, Incheon, South Korea"
147,검단탑병원,37.2536111,126.3072222,"1024 Jawol-ri, Jawol-myeon, Ongjin-gun, Incheon, South Korea"
148,온누리병원,37.9580028,124.6645759,"522-6 Bukpo-ri, Baengnyeong-myeon, Ongjin-gun, Incheon, South Korea"
149,서구보건소,37.4712731,126.632106,"10 Dapdong-ro 30beon-gil, Yulmok-dong, Jung-gu, Incheon, South Korea"
150,나사렛 국제병원,37.5638401,127.0154705,"16 Dasan-ro 39-gil, Muhak-dong, Jung-gu, Seoul, South Korea"
151,연수구보건소,37.4935914,126.5313208,"100-1 Unnamseo-ro, Yeongjong-dong, Jung-gu, Incheon, South Korea"
152,인천적십자병원,35.1401126,126.7936553,"15 Gwangsan-ro 29beon-gil, Songjeong-dong, Gwangsan-gu, Gwangju, South Korea"
153,옹진군보건소,35.2210714,126.8452969,"59 Cheomdanjungang-ro 170(baekchi, Cheomdan 1(il)-dong, Gwangsan-gu, Gwangju, South Korea"
154,백령병원,37.5092784,127.0439293,"682-23 Yeoksam 1(il)-dong, Gangnam-gu, Seoul, South Korea"
155,인천기독병원,35.1366602,126.9121238,"37 Yangnim-ro, Yangnim-dong, Nam-gu, Gwangju, South Korea"
156,중구보건소,37.461015,126.677363,"25 Juanseo-ro, Dohwa 1(il)-dong, Incheon, South Korea"
157,영종보건지소,37.655909,126.776126,"South Korea, Gyeonggi-do, Goyang-si, Ilsandong-gu, Madu-dong, 1010"
158,광산구보건소,35.2028321,126.8976315,"309 Yangil-ro, Ilgok-dong, Buk-gu, Gwangju, South Korea"
159,첨단종합병원,36.814962,127.11481,"234-1 Buldang-dong, Seobuk-gu, Cheonan-si, Chungcheongnam-do, South Korea"
160,KS병원,35.1325884,126.8556011,"250-24 Geumho-dong, Seo-gu, Gwangju, South Korea"
161,광주기독병원,37.5444051,126.6739044,"South Korea, 심곡동 246-1번지 서구 인천광역시 KR"
162,남구보건소,36.4448023,127.4260198,"55 Seokbong-ro 38beon-gil, Seokbong-dong, Daedeok-gu, Daejeon, South Korea"
163,동구보건소,36.4470957,127.4396782,"220 Sintanjin-dong, Daedeok-gu, Daejeon, South Korea"
164,광주일곡병원,37.655909,126.776126,"South Korea, Gyeonggi-do, Goyang-si, Ilsandong-gu, Madu-dong, 1010"
165,북구보건소,36.348219,127.435792,"1672 Dongseo-daero, Seongnam-dong, Dong-gu, Daejeon, South Korea"
166,서광병원,37.5444051,126.6739044,"South Korea, 심곡동 246-1번지 서구 인천광역시 KR"
167,서구보건소,36.3065056,127.3425722,"158 Gwanjeodong-ro, Gasuwon-dong, Seo-gu, Daejeon, South Korea"
168,대덕구보건소,37.636417,127.069959,"68 Hangeulbiseong-ro, Hagye-dong, Nowon-gu, Seoul, South Korea"
169,대전보훈병원,36.3581118,127.3354294,"51 Yuseong-daero 730beon-gil, Jangdae-dong, Yuseong-gu, Daejeon, South Korea"
170,근로복지공단 대전병원,36.3751301,127.3249411,"923 Jijok-dong, Yuseong-gu, Daejeon, South Korea"
171,동구보건소,37.5638401,127.0154705,"16 Dasan-ro 39-gil, Muhak-dong, Jung-gu, Seoul, South Korea"
172,대전한국병원,36.3361302,127.4106561,"10-7 Mok-dong, Jung-gu, Daejeon, South Korea"
173,서구보건소,36.32280799999999,127.42025,"South Korea, Daejeon, Jung-gu, 대흥로 64(대흥동) 가톨릭대학교 대전성모병원"
174,건양대학교병원,35.546209,129.3230784,"13 Wolpyeong-ro171beon-gil, Sinjeong-dong, Nam-gu, Ulsan, South Korea"
175,을지대학교병원,35.5528034,129.2690267,"51 Bukbusunhwan-doro, Mugeo-dong, Nam-gu, Ulsan, South Korea"
176,유성구보건소,35.5315728,129.3052214,"10 Munsu-ro480beon-gil, Sinjeong-dong, Nam-gu, Ulsan, South Korea"
177,유성선병원,37.461015,126.677363,"25 Juanseo-ro, Dohwa 1(il)-dong, Incheon, South Korea"
178,중구보건소,37.655909,126.776126,"South Korea, Gyeonggi-do, Goyang-si, Ilsandong-gu, Madu-dong, 1010"
179,대전선병원,35.5829212,129.3592591,"1007 Saneom-ro, Hyomun-dong, Buk-gu, Ulsan, South Korea"
180,대전성모병원,36.814962,127.11481,"234-1 Buldang-dong, Seobuk-gu, Cheonan-si, Chungcheongnam-do, South Korea"
181,울산병원,35.5598437,129.120849,"378 Gyodong-ri, Samnam-myeon, Ulju-gun, Ulsan, South Korea"
182,좋은삼정병원,35.5584012,129.113771,"67-12 Seohyanggyo 1-gil, Samnam-myeon, Ulju-gun, Ulsan, South Korea"
183,의)정안의료재단 중앙병원,35.553459,129.3020822,"239 Taehwa-ro, Taehwa-dong, Jung-gu, Ulsan, South Korea"
184,남구보건소,37.5638401,127.0154705,"16 Dasan-ro 39-gil, Muhak-dong, Jung-gu, Seoul, South Korea"
185,동구보건소,36.6055746,127.2963827,"16 Geongang-gil, Jochiwon-eup, 세종특별자치시 South Korea"
186,울산시티병원,36.31695,127.4157208,"282 Munhwa-ro, Daesa-dong, Jung-gu, Daejeon, South Korea"
187,북구보건소,37.8334563,127.5105765,"155-18 Gahwa-ro, Gapyeong-eup, Gapyeong-gun, Gyeonggi-do, South Korea"
188,서울산보람병원,37.6909854,127.5213535,"South Korea, Gyeonggi-do, Gapyeong-gun, Seorak-myeon, Misari-ro, 267-177 KR"
189,울주군보건소,37.6577337,126.831185,"603 Jugyo-dong, Deokyang-gu, Goyang-si, Gyeonggi-do, South Korea"
190,동강병원,37.655909,126.776126,"South Korea, Gyeonggi-do, Goyang-si, Ilsandong-gu, Madu-dong, 1010"
191,중구보건소,37.6844334,126.7757915,"54 Iljung-ro, Ilsan 2(i)-dong, Ilsanseo-gu, Goyang-si, Gyeonggi-do, South Korea"
192,세종특별자치시보건소,37.6742398,126.7503499,"170 Juhwa-ro, Daehwa-dong, Ilsanseo-gu, Goyang-si, Gyeonggi-do, South Korea"
193,세종특별자치시보건소(충남대학교병원세종의원),37.6763007,126.8067038,"27 Donggung-ro, Siksa-dong, Ilsandong-gu, Goyang-si, Gyeonggi-do, South Korea"
194,가평군보건소,37.645494,126.793013,"100 Ilsan-ro, Baekseok 1(il)-dong, Ilsandong-gu, Goyang-si, Gyeonggi-do, South Korea"
195,HJ매그놀리아국제병원,37.6818276,126.7802042,"760 Goyang-daero, Jungsan-dong, Ilsandong-gu, Goyang-si, Gyeonggi-do, South Korea"
196,덕양구 보건소,37.4298017,126.9870003,"69 Gwanmun-ro, Jungang-dong, Gwacheon-si, Gyeonggi-do, South Korea"
197,일산동구보건소,37.473461,126.871844,"36 Digital-ro, Cheolsan 3(sam)-dong, Gwangmyeong-si, Gyeonggi-do, South Korea"
198,일산서구보건소,37.4563798,126.8785379,"230 Haan-dong, Gwangmyeong-si, Gyeonggi-do, South Korea"
199,인제대학교 일산백병원,37.416391,127.250697,"194 Pabal-ro, Gyengan-dong, Gwangju-si, Gyeonggi-do, South Korea"
